mukim,state_id,district,state,postcode1,postcode2,postcode3,postcode
SUNGAI TINGGI,8,LARUT & MATANG,PERAK,34750,"34750, 34800",34750,34750
TERONG,8,LARUT & MATANG,PERAK,34750,34750,34750,34750
TUPAI,8,LARUT & MATANG,PERAK,34750,"34000, 34750",34750,34750
BANDAR KAMUNTING,8,LARUT & MATANG,PERAK,"34750, 34600","34750, 34600","34750, 34600","34750, 34600"
BANDAR KUALA SEPETANG,8,LARUT & MATANG,PERAK,"34750, 34650","34750, 34650","34750, 34650","34750, 34650"
BANDAR MATANG,8,LARUT & MATANG,PERAK,34750,34750,34750,34750
BANDAR TAIPING,8,LARUT & MATANG,PERAK,"34000, 34750","34000, 34750","34000, 34750","34000, 34750"
PEKAN BATU KURAU,8,LARUT & MATANG,PERAK,"34500, 34750","34500, 34750","34500, 26600, 34750","34500, 34750"
PEKAN CHANGKAT JERING,8,LARUT & MATANG,PERAK,"34750, 34850","34750, 34850","34750, 26600, 34850","34750, 34850"
PEKAN PONDOK TANJONG,8,LARUT & MATANG,PERAK,34750,"34010, 34750","34750, 26600",34750
PEKAN SIMPANG,8,LARUT & MATANG,PERAK,"34700, 34750","34700, 34750","34700, 34750, 26600","34700, 34750"
PEKAN TERUNG,8,LARUT & MATANG,PERAK,34750,34750,"34750, 26600",34750
BAGAN DATUK,8,HILIR PERAK,PERAK,,,,36100
CHANGKAT JONG,8,HILIR PERAK,PERAK,,,,36700
DURIAN SEBATANG,8,HILIR PERAK,PERAK,,32900,,32900
HUTAN MELINTANG,8,HILIR PERAK,PERAK,"36400, 33200","36400, 31100, 33200","36400, 33200","36400, 33200"
LABU KUBONG,8,HILIR PERAK,PERAK,,"33010, 36600",,"33010, 36600"
RUNGKUP,8,HILIR PERAK,PERAK,,,,36200
SUNGAI DURIAN,8,HILIR PERAK,PERAK,,"31800, 31100",,"31800, 31100"
SUNGAI MANIK,8,HILIR PERAK,PERAK,,,,36750
TELOK BARU,8,HILIR PERAK,PERAK,,,,36300
BANDAR TELUK INTAN,8,HILIR PERAK,PERAK,"36000, 33200","36000, 33200","36000, 33200","36000, 33200"
PEKAN BAGAN DATUK,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN BATAK RABIT,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN BATU DUA PULOH,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN CHIKUS,8,HILIR PERAK,PERAK,36750,36750,"36750, 26600",36750
PEKAN DEGONG,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN HUTAN MELINTANG,8,HILIR PERAK,PERAK,"36400, 33200","36400, 31100, 33200","36400, 26600, 33200","36400, 33200"
PEKAN JENDARATA,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN KAMPUNG SUNGAI HAJI MOHAMED,8,HILIR PERAK,PERAK,,,26600,26600
PEKAN LANGKAP,8,HILIR PERAK,PERAK,36700,36700,"36700, 26600",36700
PEKAN SELEKOH,8,HILIR PERAK,PERAK,36200,36200,"26600, 36200",36200
PEKAN SIMPANG EMPAT,8,HILIR PERAK,PERAK,34700,"34700, 34500, 34140, 36400","34700, 06650, 26600",34700
PEKAN SIMPANT TIGA (RUNGKUP),8,HILIR PERAK,PERAK,,,26600,26600
PEKAN SUNGAI SUMUN,8,HILIR PERAK,PERAK,36300,36300,"36300, 26600",36300
BELUKAR SEMANG,8,HULU PERAK,PERAK,,,,33200
BELUM,8,HULU PERAK,PERAK,,,,33300
DURIAN PIPIT,8,HULU PERAK,PERAK,,,,33030
GRIK,8,HULU PERAK,PERAK,,,,33300
KENERING,8,HULU PERAK,PERAK,,,,33410
KERUNAI,8,HULU PERAK,PERAK,,,,33310
PENGKALAN HULU,8,HULU PERAK,PERAK,33100,33100,33100,33100
LENGGONG,8,HULU PERAK,PERAK,33400,33400,33400,33400
TEMELONG,8,HULU PERAK,PERAK,,,,33400
TEMENGOR,8,HULU PERAK,PERAK,,,,33300
BANDAR GERIK,8,HULU PERAK,PERAK,33300,33300,33300,33300
BANDAR KELIAN INTAN,8,HULU PERAK,PERAK,33200,33200,33200,33200
BANDAR PENGKALAN HULU,8,HULU PERAK,PERAK,33100,33100,33100,33100
BANDAR LAWN,8,HULU PERAK,PERAK,,,,33410
BANDAR LENGGONG,8,HULU PERAK,PERAK,33400,33400,33400,33400
HULU IJOK,8,SELAMA,PERAK,34100,34100,34100,34100
HULU SELAMA,8,SELAMA,PERAK,34100,34100,34100,34100
SELAMA,8,SELAMA,PERAK,34100,34100,34100,34100
BANDAR SELAMA,8,SELAMA,PERAK,34100,34100,34100,34100
PEKAN RANTAU PANJANG,8,SELAMA,PERAK,"34100, 34140","34100, 34140","71200, 34100, 34140, 26600","34100, 34140"
PEKAN SUNGAI BAYUR,8,SELAMA,PERAK,34100,34100,"34100, 26600",34100
BANDAR,8,PERAK TENGAH,PERAK,,,,36800
BELANJA,8,PERAK TENGAH,PERAK,,,,32800
BOTA,8,PERAK TENGAH,PERAK,32600,32600,32600,32600
JAYA BARU,8,PERAK TENGAH,PERAK,,,,32000
KAMPONG GAJAH,8,PERAK TENGAH,PERAK,,,,36800
KOTA SETIA,8,PERAK TENGAH,PERAK,,36810,71350,36810
LAMBOR KANAN,8,PERAK TENGAH,PERAK,32900,32900,32900,32900
LAMBOR KIRI,8,PERAK TENGAH,PERAK,,,,32600
LAYANG LAYANG,8,PERAK TENGAH,PERAK,,,06900,06900
PASIR PANJANG HULU,8,PERAK TENGAH,PERAK,,,,36800
PASIR SALAK,8,PERAK TENGAH,PERAK,,36800,,36800
PULAU TIGA,8,PERAK TENGAH,PERAK,,36800,,36800
BANDAR BANDAR SERI ISKANDAR,8,PERAK TENGAH,PERAK,,32600,,32600
PEKAN BOTA KANAN,8,PERAK TENGAH,PERAK,32600,32600,"32600, 26600",32600
PEKAN KAMPONG BULOH AKAR,8,PERAK TENGAH,PERAK,,,26600,26600
PEKAN KOTA SETIA,8,PERAK TENGAH,PERAK,,36810,"26600, 71350",36810
PEKAN PARIT,8,PERAK TENGAH,PERAK,32800,32800,"26600, 32800",32800
PEKAN TANJONG BELANJA,8,PERAK TENGAH,PERAK,,,26600,26600
KAMPAR,8,KAMPAR,PERAK,31900,31900,31900,31900
TEJA,8,KAMPAR,PERAK,31900,31900,31900,31900
BANDAR GOPENG,8,KAMPAR,PERAK,"31600, 31900","31600, 31900","31600, 31900","31600, 31900"
BANDAR KAMPAR,8,KAMPAR,PERAK,31900,31900,31900,31900
PEKAN KOTA BAHARU,8,KAMPAR,PERAK,31900,"31600, 31900","71350, 26600, 31900",31900
PEKAN MALIM NAWAR,8,KAMPAR,PERAK,"31700, 31900","31700, 31900","31700, 26600, 31900","31700, 31900"
BENTONG,6,BENTONG,PAHANG,28700,28700,28700,28700
SABAI,6,BENTONG,PAHANG,28700,28700,28700,28700
PELANGAI,6,BENTONG,PAHANG,"28750, 28700","28750, 28700","28750, 28700","28750, 28700"
BANDAR BENTONG,6,BENTONG,PAHANG,28700,28700,28700,28700
BANDAR KARAK,6,BENTONG,PAHANG,"28700, 28600","28700, 28600","28700, 28600","28700, 28600"
PEKAN TELEMONG,6,BENTONG,PAHANG,"28700, 26600","28620, 28700, 26600","28700, 26600","28700, 26600"
HULU TELOM,6,CAMERON HIGHLANDS,PAHANG,,,,39000
RINGLET,6,CAMERON HIGHLANDS,PAHANG,39200,39200,39200,39200
TANAH RATA,6,CAMERON HIGHLANDS,PAHANG,39000,39000,39000,39000
BANDAR TANAH RATA,6,CAMERON HIGHLANDS,PAHANG,39000,39000,39000,39000
PEKAN BERINCHANG,6,CAMERON HIGHLANDS,PAHANG,26600,26600,26600,26600
PEKAN LUBOK TAMANG,6,CAMERON HIGHLANDS,PAHANG,26600,26600,26600,26600
PEKAN RINGLET,6,CAMERON HIGHLANDS,PAHANG,"26600, 39200","26600, 39200","26600, 39200","26600, 39200"
BURAU,6,JERANTUT,PAHANG,"27050, 27000","27050, 27000","27050, 27000","27050, 27000"
ULU CHEKA,6,JERANTUT,PAHANG,27000,27000,27000,27000
ULU TEMBELING,6,JERANTUT,PAHANG,27000,27000,27000,27000
KELOLA,6,JERANTUT,PAHANG,27000,27000,27000,27000
KUALA TEMBELING,6,JERANTUT,PAHANG,"27020, 27000","27020, 27000","27020, 27000","27020, 27000"
PEDAH,6,JERANTUT,PAHANG,27000,27000,27000,27000
PULAU TAWAR,6,JERANTUT,PAHANG,"27050, 27000","27050, 27000","27050, 27000","27050, 27000"
TEBING TINGGI,6,JERANTUT,PAHANG,27000,"26610, 27000",27000,27000
TEH,6,JERANTUT,PAHANG,27000,27000,27000,27000
TEMBELING,6,JERANTUT,PAHANG,27000,27000,27000,27000
BANDAR JERANTUT,6,JERANTUT,PAHANG,27000,27000,27000,27000
PEKAN KUALA TEMBELING,6,JERANTUT,PAHANG,"27000, 27020, 26600","27000, 27020, 26600","27000, 27020, 26600","27000, 27020, 26600"
PEKAN JERANSANG,6,JERANTUT,PAHANG,"27000, 26600","27000, 26600, 27310","27000, 26600","27000, 26600"
BESERAH,6,KUANTAN,PAHANG,26100,26100,26100,26100
ULU LEPAR,6,KUANTAN,PAHANG,,,,26330
ULU KUANTAN,6,KUANTAN,PAHANG,,,,26200
KUALA KUANTAN,6,KUANTAN,PAHANG,,,,25100
PENOR,6,KUANTAN,PAHANG,,,,26060
SUNGAI KARANG,6,KUANTAN,PAHANG,,27620,,27620
BANDAR GAMBANG,6,KUANTAN,PAHANG,"26300, 26310","26300, 26310","26300, 26310","26300, 26310"
BANDAR KUANTAN,6,KUANTAN,PAHANG,,,,25000
PEKAN BESERAH,6,KUANTAN,PAHANG,"26100, 26600","26100, 26600","26100, 26600","26100, 26600"
PEKAN TANJNG LUMPUR,6,KUANTAN,PAHANG,26600,26600,26600,26600
BATU YON,6,LIPIS,PAHANG,,,,27100
BUDU,6,LIPIS,PAHANG,,,,27310
CHEKA,6,LIPIS,PAHANG,,,,27200
GUA,6,LIPIS,PAHANG,,,,27100
ULU JELAI,6,LIPIS,PAHANG,,,,27650
KECHAU,6,LIPIS,PAHANG,,,,27100
KUALA LIPIS,6,LIPIS,PAHANG,27200,27200,27200,27200
PENJOM,6,LIPIS,PAHANG,,27200,,27200
TANJUNG BESAR,6,LIPIS,PAHANG,,27400,,27400
TELANG,6,LIPIS,PAHANG,,,,27100
BANDAR KUALA LIPIS,6,LIPIS,PAHANG,27200,27200,27200,27200
BENTA,6,LIPIS,PAHANG,27300,27300,27300,27300
PADANG TENGKU,6,LIPIS,PAHANG,27100,27100,27100,27100
PEKAN PADANG TENGKU,6,LIPIS,PAHANG,"26600, 27100","26600, 27100","26600, 27100","26600, 27100"
PEKAN TAMAN JELAI,6,LIPIS,PAHANG,26600,"26600, 27200",26600,26600
PEKAN PENJOM,6,LIPIS,PAHANG,26600,"26600, 27200",26600,26600
PEKAN MELA,6,LIPIS,PAHANG,26600,26600,26600,26600
PEKAN KERAMBIT,6,LIPIS,PAHANG,26600,"26600, 27200",26600,26600
PEKAN RPSB KG. PAGAR,6,LIPIS,PAHANG,26600,26600,26600,26600
PEKAN MERAPUH,6,LIPIS,PAHANG,26600,26600,26600,26600
PEKAN KECHAU TUI,6,LIPIS,PAHANG,26600,26600,26600,26600
BEBAR,6,PEKAN,PAHANG,26600,26600,26600,26600
GANCHONG,6,PEKAN,PAHANG,26600,26600,26600,26600
KUALA PAHANG,6,PEKAN,PAHANG,"26600, 26660","26600, 26660","26600, 26660","26600, 26660"
LEPAR,6,PEKAN,PAHANG,26600,26600,26600,26600
PAHANG TUA,6,PEKAN,PAHANG,26600,26600,26600,26600
PEKAN,6,PEKAN,PAHANG,26600,26600,26600,26600
PENYOR,6,PEKAN,PAHANG,26600,26600,26600,26600
PULAU MANIS,6,PEKAN,PAHANG,"26630, 26600","26630, 26600","26630, 26600","26630, 26600"
PULAU RUSA,6,PEKAN,PAHANG,"26630, 26600","26630, 26600","26630, 26600","26630, 26600"
TEMAI,6,PEKAN,PAHANG,26600,26600,26600,26600
BANDAR PEKAN,6,PEKAN,PAHANG,26600,26600,26600,26600
PEKAN KUALA PAHANG,6,PEKAN,PAHANG,"26600, 26660","26600, 26660","26600, 26660","26600, 26660"
PEKAN NENASI,6,PEKAN,PAHANG,"26680, 26600","26680, 26600","26680, 81500, 26600","26680, 26600"
BATU TALAM,6,RAUB,PAHANG,"27600, 27610","27600, 27610","27600, 27610","27600, 27610"
DONG,6,RAUB,PAHANG,"27600, 27400","27600, 27400","27600, 27400","27600, 27400"
GALI,6,RAUB,PAHANG,27600,27600,27600,27600
HULU DONG,6,RAUB,PAHANG,"27600, 27400","27600, 27400","27600, 27400","27600, 27400"
SEGA,6,RAUB,PAHANG,"27600, 27660","27600, 27660","27600, 27660","27600, 27660"
SEMANTAN ULU,6,RAUB,PAHANG,27600,27600,27600,27600
TERAS,6,RAUB,PAHANG,"27670, 27600","27670, 27600","27670, 27600","27670, 27600"
BANDAR RAUB,6,RAUB,PAHANG,27600,27600,27600,27600
BANDAR TERAS,6,RAUB,PAHANG,"27670, 27600","27670, 27600","27670, 27600","27670, 27600"
PEKAN CHEROH,6,RAUB,PAHANG,"27600, 27620, 26600","27600, 27620, 26600","27600, 27620, 26600","27600, 27620, 26600"
PEKAN DONG,6,RAUB,PAHANG,"27600, 26600, 27400","27600, 26600, 27400","27600, 26600, 27400","27600, 26600, 27400"
PEKAN TRANUM,6,RAUB,PAHANG,"27670, 27600, 26600","27670, 27600, 26600","27670, 27600, 26600","27670, 27600, 26600"
BANGAU,6,TEMERLOH,PAHANG,28000,28000,28000,28000
JENDERAK,6,TEMERLOH,PAHANG,28000,28000,28000,28000
KERDAU,6,TEMERLOH,PAHANG,"28020, 28000","28020, 28000","28020, 28000","28020, 28000"
LEBAK,6,TEMERLOH,PAHANG,28000,28000,28000,28000
LIPAT KIJANG,6,TEMERLOH,PAHANG,28000,28000,28000,28000
MENTAKAB,6,TEMERLOH,PAHANG,"28400, 28000","28400, 28000","28400, 28000","28400, 28000"
PERAK,6,TEMERLOH,PAHANG,28000,"34800, 28000",28000,28000
SANGGANG,6,TEMERLOH,PAHANG,28000,28000,28000,28000
SEMANTAN,6,TEMERLOH,PAHANG,28000,28000,28000,28000
SONGSANG,6,TEMERLOH,PAHANG,28000,28000,"96850, 28000",28000
BANDAR MENTAKAB,6,TEMERLOH,PAHANG,"28400, 28000","28400, 28000","28400, 28000","28400, 28000"
BANDAR TEMERLOH,6,TEMERLOH,PAHANG,28000,28000,28000,28000
PEKAN KERDAU,6,TEMERLOH,PAHANG,"28020, 26600, 28000","28020, 26600, 28000","28020, 26600, 28000","28020, 26600, 28000"
PEKAN KUALA KERAU,6,TEMERLOH,PAHANG,"26600, 28000","26600, 28000","26600, 28000","26600, 28000"
LANCHANG,6,TEMERLOH,PAHANG,"28500, 28000","28500, 28000","28500, 28000","28500, 28000"
ENDAU,6,ROMPIN,PAHANG,,,86900,86900
KERATONG,6,ROMPIN,PAHANG,,,,26900
PONTIAN,6,ROMPIN,PAHANG,,,82000,82000
ROMPIN,6,ROMPIN,PAHANG,,,,26800
TIOMAN,6,ROMPIN,PAHANG,,,,26800
BANDAR ROMPIN I,6,ROMPIN,PAHANG,,,,26800
BANDAR ROMPIN II,6,ROMPIN,PAHANG,,,,26800
BANDAR ROMPIN III,6,ROMPIN,PAHANG,,,,26800
BANDAR ROMPIN IV,6,ROMPIN,PAHANG,,,,26800
BANDAR PONTIAN,6,ROMPIN,PAHANG,,,82000,82000
BANDAR ENDAU,6,ROMPIN,PAHANG,,,86900,86900
BANDAR MUADZAM SHAH I,6,ROMPIN,PAHANG,26700,26700,26700,26700
BANDAR MUADZAM SHAH II,6,ROMPIN,PAHANG,26700,26700,26700,26700
BANDAR TIOMAN,6,ROMPIN,PAHANG,,,,26800
PEKAN KUALA ROMPIN,6,ROMPIN,PAHANG,"26600, 26800","26600, 26800","26600, 26800","26600, 26800"
PEKAN TIOMAN,6,ROMPIN,PAHANG,26600,26600,26600,26600
BUKIT SEGUMPAL,6,MARAN,PAHANG,26500,"26500, 28000",26500,26500
CHENOR,6,MARAN,PAHANG,"28100, 26500","28100, 26500","28100, 26500","28100, 26500"
KERTAU,6,MARAN,PAHANG,26500,26500,26500,26500
LUIT,6,MARAN,PAHANG,26500,26500,26500,26500
BANDAR MARAN,6,MARAN,PAHANG,26500,26500,26500,26500
PEKAN CHENOR,6,MARAN,PAHANG,"28100, 26600, 26500","28100, 26600, 26500","28100, 26600, 26500","28100, 26600, 26500"
PEKAN SRI JAYA,6,MARAN,PAHANG,"26600, 26500","26600, 26500","26600, 26500","26600, 26500"
BERA,6,BERA,PAHANG,,,,28200
TRIANG,6,BERA,PAHANG,28310,28310,28310,28310
BANDAR TRIANG,6,BERA,PAHANG,28310,28310,28310,28310
PEKAN DURIAN TAWAR,6,BERA,PAHANG,26600,26600,26600,26600
PEKAN MENGKARAK,6,BERA,PAHANG,"28600, 26600","28200, 28600, 26600","28600, 26600","28600, 26600"
PEKAN MENGKUANG,6,BERA,PAHANG,26600,26600,26600,26600
KAPAR,10,KLANG,SELANGOR,42200,42200,42200,42200
KLANG,10,KLANG,SELANGOR,,,,41400
BANDAR KLANG,10,KLANG,SELANGOR,,,,41000
BANDAR PORT SWETTENHAM,10,KLANG,SELANGOR,,,,42000
BANDAR SULTAN SULAIMAN,10,KLANG,SELANGOR,,42000,,42000
BANDAR SHAH ALAM,10,KLANG,SELANGOR,,,,40000
PEKAN BUKIT KEMUNING,10,KLANG,SELANGOR,,40460,26600,40460
PEKAN KAPAR,10,KLANG,SELANGOR,42200,42200,"26600, 42200",42200
PEKAN MERU,10,KLANG,SELANGOR,41050,41050,"41050, 26600",41050
PEKAN TELOK MENEGUN,10,KLANG,SELANGOR,,,26600,26600
PEKAN BATU EMPAT,10,KLANG,SELANGOR,,,26600,26600
PEKAN PANDAMARAN,10,KLANG,SELANGOR,,42000,"26600, 26500",42000
BANDAR,10,KUALA LANGAT,SELANGOR,,,,42700
BATU,10,KUALA LANGAT,WP KUALA LUMPUR,,,,42800
JUGRA,10,KUALA LANGAT,SELANGOR,,,,42960
KELANANG,10,KUALA LANGAT,SELANGOR,,42700,,42700
MORIB,10,KUALA LANGAT,SELANGOR,,42700,,42700
TANJONG DUABELAS,10,KUALA LANGAT,SELANGOR,,,,42700
TELOK PANGLIMA GARANG,10,KUALA LANGAT,SELANGOR,42500,42500,42500,42500
BANDAR BANTING,10,KUALA LANGAT,SELANGOR,42700,42700,42700,42700
BANDAR JENJAROM,10,KUALA LANGAT,SELANGOR,42600,42600,42600,42600
BANDAR SIJANGKANG,10,KUALA LANGAT,SELANGOR,,42500,,42500
BANDAR TANJONG SEPAT,10,KUALA LANGAT,SELANGOR,,,,42800
BANDAR TELOK PANGLIMA GARANG,10,KUALA LANGAT,SELANGOR,42500,42500,42500,42500
PEKAN BATU,10,KUALA LANGAT,WP KUALA LUMPUR,,,26600,26600
PEKAN BUKIT CHANGGANG,10,KUALA LANGAT,SELANGOR,,42700,26600,42700
PEKAN CHODOI,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN JENJAROM,10,KUALA LANGAT,SELANGOR,42600,42600,"42600, 26600",42600
PEKAN KANCHONG,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN KANCHONG DARAT,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN KELANANG BATU ENAM,10,KUALA LANGAT,SELANGOR,,42700,26600,42700
PEKAN MORIB,10,KUALA LANGAT,SELANGOR,,42700,26600,42700
PEKAN SIJANGKANG,10,KUALA LANGAT,SELANGOR,,42500,26600,42500
PEKAN PERMATANG PASIR,10,KUALA LANGAT,SELANGOR,,42700,"34750, 26600",42700
PEKAN SIMPANG MORIB,10,KUALA LANGAT,SELANGOR,,42700,"34700, 26600",42700
PEKAN SUNGAI MANGGIS,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN SUNGAI RABA,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN TANJONG DUABELAS,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN TELOK DATOK,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN TONGKAH,10,KUALA LANGAT,SELANGOR,,,26600,26600
PEKAN TELOK,10,KUALA LANGAT,SELANGOR,,,26600,26600
API-API,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
IJOK,10,KUALA SELANGOR,SELANGOR,45000,"45000, 45609",45000,45000
JERAM,10,KUALA SELANGOR,SELANGOR,"45000, 45800","45000, 45800","45000, 45800, 31850","45000, 45800"
KUALA SELANGOR,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
PASANGAN,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
TANJONG KARANG,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
BESTARI JAYA,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
BANDAR KUALA SELANGOR,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
BANDAR TANJONG KARANG,10,KUALA SELANGOR,SELANGOR,45000,45000,45000,45000
PEKAN ASAM JAWA,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN BUKIT ROTAN,10,KUALA SELANGOR,SELANGOR,45000,"45000, 45620","45000, 26600",45000
PEKAN JERAM,10,KUALA SELANGOR,SELANGOR,"45000, 45800","45000, 45800","45000, 45800, 31850, 26600","45000, 45800"
PEKAN KAMPONG KUANTAN,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN KUALA SUNGAI BULOH,10,KUALA SELANGOR,SELANGOR,45000,"45000, 45800","45000, 26600",45000
PEKAN PASIR PENAMPANG,10,KUALA SELANGOR,SELANGOR,"45000, 68000","45000, 68000","45000, 89500, 26600, 68000","45000, 68000"
PEKAN SIMPANG TIGA,10,KUALA SELANGOR,SELANGOR,45000,"45000, 45600","34700, 45000, 26600",45000
PEKAN TANJONG KARANG,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN BUKTI BELIMBING,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN BUKIT TALANG,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN KAMBUNG BARU HULU TIRAM BURUK,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 81800, 26600",45000
PEKAN PARTI MAHANG,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN SIMPANG TIGA IJOK,10,KUALA SELANGOR,SELANGOR,45000,"45000, 45609, 45600","34700, 45000, 26600",45000
PEKAN SUNGAI SEMBILANG,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN TAMAN PKNS,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN TAMBAK JAWA,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
PEKAN BESTARI JAYA,10,KUALA SELANGOR,SELANGOR,45000,45000,"45000, 26600",45000
BAGAN NAKHODA OMAR,10,SABAK BERNAM,SELANGOR,45200,45200,45200,45200
PANCANG BEDENA,10,SABAK BERNAM,SELANGOR,45200,45200,45200,45200
PASIR PANJANG,10,SABAK BERNAM,SELANGOR,45200,"45200, 45400",45200,45200
SABAK,10,SABAK BERNAM,SELANGOR,45200,45200,45200,45200
SUNGAI PANJANG,10,SABAK BERNAM,SELANGOR,45200,"45300, 45200",45200,45200
PEKAN BAGAN TERAP,10,SABAK BERNAM,SELANGOR,"45209, 45200","45209, 45200","45209, 45200, 26600","45209, 45200"
PEKAN PARIT ENAM,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600, 32800",45200
PEKAN PARIT SEMBILAN,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600, 32800",45200
PEKAN SEKINCHAN,10,SABAK BERNAM,SELANGOR,"45200, 45400","45200, 45400","45200, 26600, 45400","45200, 45400"
PEKAN SABAK,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600",45200
PEKAN SUNGAI AIR TAWAR,10,SABAK BERNAM,SELANGOR,45200,"45200, 45100","45200, 26600",45200
PEKAN SUNGAI SEPINTAS,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600",45200
PEKAN BAGAN NAKHODA OMAR,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600",45200
PEKAN PARIT BARU,10,SABAK BERNAM,SELANGOR,45200,"45200, 45100","45200, 26600, 32800",45200
PEKAN PASIR PANJANG,10,SABAK BERNAM,SELANGOR,45200,"45200, 45400","45200, 26600",45200
PEKAN SEKINCHAN SITE A,10,SABAK BERNAM,SELANGOR,"45200, 45400","45200, 45400","45200, 26600, 45400","45200, 45400"
PEKAN SUNGAI BESAR,10,SABAK BERNAM,SELANGOR,"45300, 45200","45300, 45200","45300, 45200, 26600","45300, 45200"
PEKAN SUNGAI HAJI DORANI,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600",45200
PEKAN SUNGAI NIBONG,10,SABAK BERNAM,SELANGOR,45200,45200,"45200, 26600",45200
BERANANG,10,ULU LANGAT,SELANGOR,43700,43700,43700,43700
CHERAS,10,ULU LANGAT,WP KUALA LUMPUR,,,,43200
AMPANG,10,ULU LANGAT,WP KUALA LUMPUR,,,68000,68000
HULU LANGAT,10,ULU LANGAT,SELANGOR,43100,43100,43100,43100
HULU SEMENYIH,10,ULU LANGAT,SELANGOR,43500,43500,43500,43500
KAJANG,10,ULU LANGAT,SELANGOR,43000,43000,43000,43000
SEMENYIH,10,ULU LANGAT,SELANGOR,43500,43500,43500,43500
BANDAR CHERAS,10,ULU LANGAT,SELANGOR,,,,43200
BANDAR ULU LANGAT,10,ULU LANGAT,SELANGOR,,,,43200
BANDAR KAJANG,10,ULU LANGAT,SELANGOR,43000,43000,43000,43000
BANDAR SEMENYIH,10,ULU LANGAT,SELANGOR,43500,43500,43500,43500
BANDAR AMPANG,10,ULU LANGAT,SELANGOR,68000,68000,68000,68000
BANDAR BALAKONG,10,ULU LANGAT,SELANGOR,,,,43300
"BANDAR BATU 9, CHERAS",10,ULU LANGAT,SELANGOR,,,,43200
"BANDAR BATU 18, SEMENYIH",10,ULU LANGAT,SELANGOR,43500,43500,43500,43500
"BANDAR BATU 26, BERANANG",10,ULU LANGAT,SELANGOR,43700,43700,43700,43700
PEKAN BERANANG,10,ULU LANGAT,SELANGOR,43700,43700,"43700, 26600",43700
PEKAN KACAU,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN TARUN,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN BANGI LAMA,10,ULU LANGAT,SELANGOR,,43000,26600,43000
"PEKAN BATU 23, SUNGAI LALANG",10,ULU LANGAT,SELANGOR,,,26600,26600
"PEKAN BATU 26, BERANANG",10,ULU LANGAT,SELANGOR,43700,43700,"43700, 26600",43700
PEKAN BUKIT SUNGAI RAYA,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN CHERAS,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN DESA RAYA,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN DUSUN TUA ULU LANGAT,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN KAJANG,10,ULU LANGAT,SELANGOR,43000,43000,"43000, 26600",43000
"PEKAN KAMPONG PASIR, BATU 14, SEMENYIH",10,ULU LANGAT,SELANGOR,43500,43500,"26600, 43500",43500
PEKAN KAMPONG SUNGAI TANGKAS,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN RUMAH MURAH SUNGAI LUI,10,ULU LANGAT,SELANGOR,,,26600,26600
PEKAN SEMENYIH,10,ULU LANGAT,SELANGOR,43500,43500,"26600, 43500",43500
